,run,predicted_state,actual_state,is_prediction_correct
1754,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1755,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1756,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1757,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1758,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1759,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1760,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1761,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1762,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1763,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1764,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1765,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1766,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1767,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1768,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1769,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1770,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1771,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1772,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1773,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1774,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1775,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1776,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1777,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1778,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1779,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1780,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1781,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1782,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1783,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1784,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1785,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1786,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1787,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1788,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1789,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1790,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1791,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1792,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1793,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1794,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1795,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1796,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1797,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1798,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1799,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1800,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1801,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1802,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1803,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1804,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1805,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1806,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1807,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1808,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1809,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1810,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1811,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1812,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1813,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1814,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1815,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1816,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1817,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1818,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1819,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1820,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1821,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1822,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1823,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1824,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1825,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1826,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1827,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1828,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1829,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1830,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1831,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1832,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1833,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1834,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1835,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1836,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1837,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1838,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1839,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1840,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1841,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1842,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1843,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1844,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1845,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1846,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1847,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1848,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1849,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1850,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1851,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1852,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1853,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1854,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1855,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1856,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1857,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1858,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1859,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1860,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1861,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1862,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1863,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1864,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1865,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1866,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1867,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1868,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1869,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1870,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1871,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1872,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1873,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1874,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1875,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1876,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1877,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1878,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1879,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1880,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1881,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1882,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1883,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1884,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1885,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1886,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1887,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1888,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1889,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1890,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1891,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1892,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1893,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1894,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1895,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1896,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1897,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1898,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1899,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1900,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1901,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1902,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1903,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1904,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1905,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1906,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1907,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1908,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1909,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1910,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1911,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1912,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1913,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, -1.0)",False
1914,,"(0, 0, 0, -1, 0)","(0.0, 0.0, 0.0, -1.0, 0.0)",True
1915,,"(0, 0, -1, 0, 0)","(0.0, 0.0, -1.0, 0.0, 0.0)",True
1916,,"(0, -1, 0, 0, 0)","(0.0, -1.0, 0.0, 0.0, 0.0)",True
1917,,"(-1, 0, 0, 0, 0)","(-1.0, 0.0, 0.0, 0.0, 0.0)",True
1918,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, -0.0)",True
1919,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, -0.0, -0.0)",True
1920,,"(0, 0, 0, 0, 0)","(0.0, 0.0, -0.0, -0.0, 0.0)",True
1921,,"(0, 0, 0, 0, 0)","(0.0, -0.0, -0.0, 0.0, 0.0)",True
1922,,"(0, 0, 0, 0, 0)","(-0.0, -0.0, 0.0, 0.0, 0.0)",True
1923,,"(0, 0, 0, 0, 0)","(-0.0, 0.0, 0.0, 0.0, 0.0)",True
1924,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1925,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1926,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1927,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1928,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1929,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1930,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1931,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1932,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1933,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1934,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1935,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, -0.0)",True
1936,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, -0.0, 0.0)",True
1937,,"(0, 0, 0, 0, 0)","(0.0, 0.0, -0.0, 0.0, 0.0)",True
1938,,"(0, 0, 0, 0, 0)","(0.0, -0.0, 0.0, 0.0, 0.0)",True
1939,,"(0, 0, 0, 0, 0)","(-0.0, 0.0, 0.0, 0.0, 0.0)",True
1940,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1941,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1942,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1943,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1944,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1945,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1946,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1947,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1948,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1949,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1950,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1951,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1952,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1953,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1954,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1955,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1956,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1957,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1958,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1959,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1960,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1961,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1962,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1963,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1964,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1965,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1966,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1967,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1968,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1969,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1970,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1971,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1972,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1973,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1974,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1975,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1976,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1977,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1978,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1979,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1980,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1981,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1982,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1983,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1984,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1985,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1986,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1987,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1988,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1989,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1990,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1991,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1992,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1993,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1994,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1995,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1996,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1997,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1998,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
1999,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
2000,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
2001,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
2002,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
2003,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
2004,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
2005,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
2006,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
2007,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
2008,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
2009,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
2010,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
2011,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
2012,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
2013,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
2014,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
2015,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
2016,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
2017,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
2018,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
2019,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
2020,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
2021,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
2022,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
2023,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
2024,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
2025,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
2026,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
2027,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
2028,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
2029,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
2030,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
2031,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
2032,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
2033,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
2034,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
2035,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)",True
2036,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, -0.0)",True
2037,,"(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, -0.0, 0.0)",True
2038,,"(0, 0, 0, 0, 0)","(0.0, 0.0, -0.0, 0.0, 0.0)",True
